url,titulo,autor,fecha,descripcion,noticia
https://www.tvazteca.com/aztecanoticias/finanzas/notas/cae-la-bolsa-de-nueva-york-arrastrada-por-los-ataques-a-las-instalaciones-petroleras-sauditas,Finanzas,Reuters ,"septiembre 16, 2019",Ocho de los 11 principales sectores del S&P cayeron en la sesión,"Nueva York.- Wall Street cayó el lunes, arrastrado por los temores sobre crecimiento a nivel global tras los ataques del fin de semana a instalaciones petroleras saudíes que interrumpieron el 5% de los suministros del mundo, mientras que el alza de casi 15% del crudo impulsó a las acciones del sector energético.   El ataque causó el mayor aumento de los precios del petróleo en tres décadas. Funcionarios estadounidenses culparon del hecho a Irán y el presidente Donald Trump dijo que Washington estaba listo para tomar represalias. El sector de energía del S&P 500, uno de los de peor desempeño en el año, subió un 3,3%, su mejor día desde enero. El Promedio Industrial Dow Jones cayó 0,52% a 27.076,82 unidades, mientras que el S&P 500 perdió 0,31% a 2.997,96 unidades. El Nasdaq Composite en tanto, bajó un 0,28% a 8.153,32 unidades.Ocho de los 11 principales sectores del S&P cayeron en la sesión.El repunte registrado por Wall Street durante más de una década continúa dependiendo de si la Fed seguirá reduciendo las tasas de interés y del progreso en las conversaciones comerciales entre Estados Unidos y China.Una reciente distensión comercial entre ambas economías ha llevado al S&P 500 a situarse alrededor de 1% por debajo de su máximo histórico.Los mercados están atentos esta semana la a reunión de la Reserva Federal, que culmina el miércoles y en la que se espera que el banco central de Estados Unidos vuelva a bajar las tasas de interés."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/cierran-a-la-baja-la-mayoria-de-los-mercados-de-america-latina,Finanzas,Reuters ,"septiembre 16, 2019","El peso argentino interbancario perdió un 0,23%, el peso chileno cerró con retroceso de un 0,27% y la moneda peruana se depreció un 0,39%","BOGOTÁ.- La mayoría de mercados de América Latina cerraron el lunes con sesgo bajista, debido a que el temor de los inversores se impuso sobre el fuerte repunte de los precios del crudo tras los ataques contra la infraestructura petrolera de Arabia Saudita.   Los precios del petróleo subieron el lunes hasta casi 20%y el Brent marcó su mayor alza porcentual intradía en más de tres décadas, después del ataque de yemeníes hutíes a las instalaciones de procesamiento de Arabia Saudita el fin de semana que paralizó la mitad de la producción del reino. Pese a que el alza del crudo debería beneficiar a muchos de los países de la región que son exportadores de la materia prima, los agentes prefirieron cubrir riesgos demandando moneda estadounidense, a lo que se sumaron datos de producción industrial china que mostraron su ritmo de expansión más débil en 17 años y medio. “El asalto, reclamado por los rebeldes en Yemen pero responsabilizando a Irán por Estados Unidos, mantiene a los mercados buscando activos de refugio”, dijo Luis Alberto Reyes, analista de Mercados G. La moneda de Brasil, el real, retrocedió un marginal 0,06% y el índice de acciones Bovespa lo hizo en un 0,3%. El peso argentino interbancario perdió un 0,23%, pero el índice bursátil S&P Merval subió un1,81%. El peso chileno cerró con retroceso de un 0,27%, arrastrado por una fuerte caída en el precio del cobre, la principal exportación del país que se vio afectado junto a otras materias primas por el ataque en Arabia Saudita. En tanto, el índice IPSA, de la Bolsa de Comercio de Santiago, clausuró la jornada con un avance de un 1,3%. El peso colombiano borró las ganancias de inicios de sesión y cerró casi plano frente a la sesión previa, mientras el índice COLCAP de la bolsa se valorizó un 1,27%impulsado por el repunte de la acción de la petrolera Ecopetrol. La moneda peruana se depreció un 0,39%, mientras el referente de la bolsa limeña sumó un 0,3% impulsado por acciones de la productora de oro Buenaventura en medio del repunte del metal precioso. Los mercados mexicanos permanecieron cerrados por un feriado nacional."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/ee-uu-se-compromete-a-mantener-bien-abastecidos-los-mercados-globales-de-petroleo,Finanzas,Reuters,"septiembre 15, 2019", Esto tras un ataque lanzado por hutíes yemeníes contra plantas de procesamiento de crudo de Arabia Saudita.,"15 de septiembre.- La Casa Blanca dijo el sábado que Estados Unidos que ayudaría a mantener bien abastecidos los mercados globales de petróleo tras un ataque lanzado por hutíes yemeníes contra plantas de procesamiento de crudo de Arabia Saudita.  “Estados Unidos condena con firmeza el ataque de hoy contra infraestructura crucial de energía”, dijo Judd Deere, portavoz de la Casa Blanca, en un comunicado. “Las acciones violentas contra áreas civiles e infraestructura vital para la economía global sólo profundizarán el conflicto y la desconfianza”.Deere confirmó que el presidente Donald Trump habló temprano el sábado con el príncipe saudí Mohammed bin Salman.En el frente diplomático, el secretario de Estado Mike Pompeo acusó el sábado a Irán por el ataque contra la industria petrolera saudí, ya que la república islámica es considerada por la nación norteamericana como una aliada del movimiento hutí de Yemen.“Teherán está detrás de casi el 100% de los ataques contra Arabia Saudita mientras Rouhani y Zarif llevan adelante falsas actividades de diplomacia”, dijo Pompeo en Twitter, en referencia al presidente y al ministro de Relaciones Exteriores de la nación islámica.El movimiento de hutíes de Yemen atacó el sábado dos complejos en el corazón de la industria petrolera de Arabia Saudita, incluyendo la mayor instalación de procesamiento de crudo del mundo, en una acción que según tres fuentes afectó la producción y las exportaciones del reino."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/bolsa-mexicana-sube-0-4-por-ciento-al-cierre,Finanzas,Notimex,"septiembre 13, 2019",,"En la última jornada de la semana, la Bolsa Mexicana de Valores (BMV) registró un avance de 0.4 por ciento al cierre de operaciones.  El índice S&P BMV IPC concluyó con un avance de 171.05 puntos respecto a su nivel previo, con lo que su principal indicador se ubicó en las 42 mil 841.46 unidades.Los mercados en Wall Street terminaron con resultados mixtos, donde el Dow Jones ganó 0.14 por ciento, mientras el Standard and Poor’s 500 perdió 0.07 por ciento y el Nasdaq bajó 0.22 por ciento, según cifras preliminares."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/bancos-cierran-por-festivo-el-proximo-lunes,Finanzas,Notimex,"septiembre 13, 2019",Las operaciones regresarán a la normalidad el martes 17 de septiembre.,"Ciudad de México.- Con motivo del 209 aniversario del inicio de la Independencia de México, las instituciones bancarias suspenderán sus operaciones al público en general el próximo lunes 16 de septiembre.   De acuerdo con la disposición de carácter general de la Comisión Nacional Bancaria y de Valores (CNBV), los bancos que ofrecen sus servicios dentro de almacenes comerciales y supermercados abrirán al público ese día en los horarios tradicionales, no obstante que es un día festivo. La Asociación de Bancos de México (ABM) recordó que los usuarios tienen a su disposición, los 365 días del año, los servicios de banca por teléfono y por Internet, así como una red de más de 54 mil cajeros automáticos. Cabe mencionar que la Ley para la Transparencia y Ordenamiento de los Servicios Financieros establece que, en caso de que la fecha límite de un pago corresponda a un día inhábil, el pago podrá efectuarse al día hábil siguiente”, puntualizó."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/mercado-de-la-soledad-una-oportunidad-de-negocio-en-china,Finanzas,Notimex,"septiembre 14, 2019","Los solteros tienen un mayor poder adquisitivo y un comportamiento de consumo más resuelto, según un estudio sobre jóvenes chinos que viven solos.","14 de septiembre.- En China había más de 200 millones de personas solteras a finales de 2018, y alrededor de 77 millones de ellas vivían solas, según un informe publicado por el Ministerio de Asuntos Civiles.  El portal El Pueblo en Línea dio a conocer que en una encuesta reciente, alrededor de 57.7 por ciento de las personas que viven solas dijeron que el consumo es una forma efectiva de combatir la soledad. Pueden estar solos, pero están lejos de estar solos.En los últimos años, las empresas construidas en torno a la soledad han surgido y prosperado en China, ofreciendo a las personas solteras los servicios que necesitan. Por ejemplo, las mini cabinas que atienden a cantantes solistas en supermercados y centros comerciales son lugares donde las personas pueden combatir la soledad.Las estadísticas de una consultora indican que el valor de la industria de los mini karaokes de China alcanzó los 352 millones de yuanes en 2017. En el mismo año, alrededor de 130 millones de personas pidieron comida para solo una persona a través de la aplicación de pedidos de comida china en línea Meituan.com, según la plataforma.Otros beneficiarios de la economía de la soledad incluyen restaurantes que ofrecen mesas diseñadas para personas solteras, habitaciones de hotel cápsula e incluso mini gimnasios para una sola persona.Los solteros tienen un mayor poder adquisitivo y un comportamiento de consumo más resuelto, según un estudio sobre jóvenes chinos que viven solos."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/sanciones-de-eu-a-cuba-genera-escasez-de-combustible,Finanzas,Reuters,"septiembre 13, 2019",La falta del hidrocarburo generó problemas de transporte,"  Cuba.- Los cubanos se aglomeraron durante horas el viernes para tomar el transporte público en La Habana, mientras las estaciones de combustibles permanecían congestionadas, en una señal de que la escasez de diésel se podría estar comenzando a sentir tras las sanciones de Estados Unidos a la isla caribeña.Washington anunció una serie de sanciones a más de 100 empresas cubanas, impuso restricciones a los viajes de sus ciudadanos a la isla y decidió la entrada en vigencia de una ley de 1996 que permite a los cubano-estadounidense demandar a compañías extranjeras que usan propiedades nacionalizadas tras la revolución de 1959.El gobierno del presidente estadounidense, Donald Trump, culpa a Cuba por el apoyo que brinda a Venezuela y justifica sus nuevas restricciones argumentando que La Habana es el principal sostén político de Nicolás Maduro.Inspectores del transporte público aseguraban que trabajadores con automóviles estatales se detuvieran para trasladar a otros cubanos, luego de que el presidente Miguel Díaz-Canel exhortó a tener solidaridad en tiempos de crisis hasta que se estabilice la situación en la isla."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/aicm-suspendera-operaciones-el-proximo-lunes-durante-desfile-militar,Finanzas,Notimex,"septiembre 13, 2019",La terminal aérea señala que la suspensión se llevará a cabo de las 10:00 hasta las 13:15 horas local. ,"Ciudad de México.- El Aeropuerto Internacional Benito Juárez de la Ciudad de México (AICM) informó que el próximo lunes 16 de septiembre suspenderá las operaciones de aterrizajes y despegues, con motivo del desfile aéreo militar.   En su cuenta de Twitter, la terminal aérea señala que la suspensión de operaciones se llevará a cabo de las 10:00 hasta las 13:15 horas (hora local). Lo anterior, agrega, en cumplimiento a los NOTAM (Notice to Airmen) emitido por la Dirección General de Aeronáutica Civil (DGAC). El pasado 11 de septiembre, mandos militares acudieron a la Base Aérea de Santa Lucía, Estado de México, donde pasaron lista a las aeronaves y elementos que sobrevolarán la Ciudad de México y llevarán a cabo el espectáculo del 16 de septiembre. En el contingente aéreo participarán 72 aeronaves, 50 aviones y 22 helicópteros, dos de ellos ambulancias aéreas, así como 150 elementos de tripulación. Además, entre los 380 elementos de las secretarías de la Defensa Nacional y Marina participarán 15 paracaidistas, que descenderán sobre la plancha de la Plaza de la Constitución. El desfile militar del 16 de septiembre, con motivo del 209 aniversario del inicio de la Independencia de México, estará encabezado por la Guardia Nacional."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/cce-y-banxico-comparten-expectativa-de-crecimiento-para-2020,Finanzas,César Méndez,"septiembre 13, 2019",El sector empresarial pidió al gobierno no ceder a presiones.,"Ciudad de México.- Después de reunirse con el gobernador del Banco de México (Banxico), Carlos Salazar, Presidente del Consejo Coordinador Empresarial (CCE) confirmó que comparten la proyección de un crecimiento económico del 2 por ciento para el 2020.  Salazar pidió tiempo para que en el tema de seguridad “mejoren las cosas”.El líder del CCE pidió al gobierno no ceder a la presión que ejerce la Coordinadora Nacional de Trabajadores de la Educación (CNTE) y “no devolverle” el control del sistema educativo, hasta que se aprueben las leyes secundarias en el Congreso de la Unión."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/bmv-gana-ante-menores-tensiones-comerciales,Finanzas,Reuters,"septiembre 13, 2019",En el año la Bolsa Mexicana acumula una ganancia cercana al 2.5 por ciento.,"Ciudad de México.- La Bolsa Mexicana de Valores ganaba en sus primeras negociaciones del viernes tras un relajamiento de las tensiones comerciales entre China y Estados Unidos, y expectativas de menores tasas de interés tras los estímulos económicos en la Eurozona.  El referencial índice S&P/BMV IPC, integrado por las acciones de las 35 firmas más líquidas del mercado, subía un 0.15 por ciento a 42,734.02 puntos.En el año la plaza acumula una ganancia de alrededor de 2.5 por ciento."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/shcp-sube-estimulo-fiscal-a-gasolina-magna-y-diesel,Finanzas,Notimex,"septiembre 13, 2019",Los estímulos fiscales estarán vigentes del 14 al 20 de septiembre.,"Ciudad de México.- Por séptima semana consecutiva, la Secretaría de Hacienda y Crédito Público (SHCP) deja sin estímulo fiscal a la cuota del Impuesto Especial sobre Producción y Servicios (IEPS) aplicable a la gasolina Premium, mientras que sube el de la Magna y el del Diésel a partir de este sábado.   La dependencia federal publicó este viernes en el Diario Oficial de la Federación (DOF) los porcentajes y los montos del estímulo fiscal, así como las cuotas disminuidas del IEPS aplicables a los combustibles, correspondientes al periodo del 14 al 20 de septiembre de 2019. El estímulo fiscal para la gasolina de menos de 92 octanos (Magna) será de 15.05 por ciento, mayor al previo de 12.72 por ciento, lo cual equivale a 0.724 pesos por litro, con lo cual los consumidores pagarán ahora una cuota de 4.086 pesos por cada litro de combustible adquirido en estaciones de servicio. Para la gasolina mayor o igual a 92 octanos (Premium), el estímulo se mantendrá en cero por séptima semana hilo, con lo cual los consumidores pagarán 4.060 pesos de impuesto por cada litro comprado en estaciones de servicio. En contraste, el estímulo fiscal para el Diésel aumenta de 16.55 por ciento a 18.62 por ciento del 14 al 20 de septiembre, lo que significa un monto 0.983 pesos por litro, y así los transportistas pagarán 4.297 pesos de impuesto por cada litro."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/peso-mexicano-se-aprecia-al-disminuir-tensiones-comerciales,Finanzas,Reuters,"septiembre 13, 2019","Más temprano, avanzó hasta las 19.35 unidades, su mejor nivel desde el 13 de agosto.","Ciudad de México.- El peso mexicano se aprecia este viernes por signos de progreso en las relaciones comerciales entre Estados Unidos y China, que han calmado a los mercados en medio de la confrontación que mantienen las dos mayores economías mundiales.  La moneda local cotizaba en 19.39 por dólar, una ganancia del 0.16 por ciento, o 3.20 centavos, frente a los 19.4295 el precio de referencia de Reuters del jueves. La divisa se perfilaba en anotar su segunda alza semanal consecutiva.Estados Unidos recibió el jueves con beneplácito las renovadas compras de sus productos agrícolas por parte de China, al grado que el presidente de Estados Unidos, Donald Trump, dijo que podría considerar un acuerdo comercial provisorio con la segunda mayor economía mundial, pero aseguró que preferiría alcanzar un pacto más amplio.El peso cedió algo de terreno luego de conocerse que las ventas minoristas de Estados Unidos subieron más de lo esperado en agosto."
https://www.tvazteca.com/aztecanoticias/finanzas/notas/modifica-capufe-tarifas-en-su-red-carretera,Finanzas,,"septiembre 13, 2019",Capufe anunció aumento de 3.2 por ciento en la tarifa.,"Ciudad de México.- A partir de las 00:00 horas de este viernes13 de septiembre, entró en vigor un ajuste del 3.2 por ciento a las tarifas de las autopistas México-Cuernavaca y Cuernavaca-Acapulco.  Así, el costo de la autopista México-Cuernavaca pasó de 103 pesos a 107 pesos, lo que representa un aumento del 3.8 por ciento.El tramo de Cuernavaca y Acapulco aumentó a 466, 3.2 por ciento más.Por su parte, el recorrido de Ciudad de México hasta Acapulco se incremento 3.2 por ciento al pasar de 555 a 573 pesos."
